label,energy_Ha,energy_solv_Ha
Z50337,-250.6444568823915,-250.6444568823915
Z50338,-264.7707586340727,-264.7707586340727
Z50339,-123.6087914642725,-123.6087914642725
Z50340,-260.4531681991846,-260.4531681991846
Z50341,-267.80110115096596,-267.80110115096596
Z50342,-266.78471521679586,-266.78471521679586
Z50343,-265.7791343184216,-265.7791343184216
Z50344,-263.7437697853805,-263.7437697853805
Z50345,-248.73171307868577,-248.73171307868577
Z50346,-262.7370941246895,-262.7370941246895
Z50347,-266.78591949209357,-266.78591949209357
Z50348,-265.7699859420833,-265.7699859420833
Z50349,-129.7739702565875,-129.7739702565875
Z50350,-282.89461273093946,-282.89461273093946
Z50351,-267.8238802185057,-267.8238802185057
Z50352,-265.79455617160073,-265.79455617160073
Z50353,-264.76295124051165,-264.76295124051165
Z50354,-262.72596789981526,-262.72596789981526
Z50355,-263.76816986553484,-263.76816986553484
Z50356,-264.76299644217835,-264.76299644217835
Z50357,-235.5784793647935,-235.5784793647935
Z50358,-264.7642341593595,-264.7642341593595
Z50359,-264.76482802841076,-264.76482802841076
Z50360,-266.8007268966008,-266.8007268966008
Z50361,-263.75055518028336,-263.75055518028336
Z50362,-263.75240367120415,-263.75240367120415
Z50363,-267.79670887194305,-267.79670887194305
Z50364,-264.7637358385466,-264.7637358385466
Z50365,-266.7952034734319,-266.7952034734319
Z50366,-264.74570110853915,-264.74570110853915
Z50367,-267.8157718479935,-267.8157718479935
Z50368,-264.7696271224335,-264.7696271224335
Z50369,-265.7735579762284,-265.7735579762284
Z50370,-264.76004914651537,-264.76004914651537
Z50371,-263.7466189603524,-263.7466189603524
Z50372,-266.7886940659409,-266.7886940659409
Z50373,-265.77556706168843,-265.77556706168843
Z50374,-251.79446335310195,-251.79446335310195
Z50375,-248.61216202025716,-248.61216202025716
Z50376,-262.741616496314,-262.741616496314
Z50377,-265.7662066417593,-265.7662066417593
Z50378,-264.7822442673209,-264.7822442673209
Z50379,-266.7925126880399,-266.7925126880399
Z50380,-265.77230225187924,-265.77230225187924
Z50381,-264.78835567964944,-264.78835567964944
Z50382,-264.77801919771525,-264.77801919771525
Z50383,-266.79212241023515,-266.79212241023515
Z50384,-264.7595949248895,-264.7595949248895
Z50385,-264.7837715691632,-264.7837715691632
Z50386,-246.58802550771358,-246.58802550771358
Z50387,-264.7769769869297,-264.7769769869297
Z50388,-264.7638229344409,-264.7638229344409
Z50389,-262.72852197772767,-262.72852197772767
Z50390,-265.7739313493448,-265.7739313493448
Z50391,-264.7609877242115,-264.7609877242115
Z50392,-265.7785893259692,-265.7785893259692
Z50393,-265.7910311765884,-265.7910311765884
Z50394,-266.80692136239816,-266.80692136239816
Z50395,-264.77297094328605,-264.77297094328605
Z50396,-264.77942485930015,-264.77942485930015
Z50397,-266.79553862725294,-266.79553862725294
Z50398,-265.7768286659292,-265.7768286659292
Z50399,-282.74991117119146,-282.74991117119146
Z50400,-266.80001983963626,-266.80001983963626
Z50401,-265.7833318260354,-265.7833318260354
Z50402,-264.75868611414455,-264.75868611414455
Z50403,-264.78087021015335,-264.78087021015335
Z50404,-262.7533909792369,-262.7533909792369
Z50405,-265.7959552183076,-265.7959552183076
Z50406,-266.8067427606909,-266.8067427606909
Z50407,-264.7585865234806,-264.7585865234806
Z50408,-265.7864753630804,-265.7864753630804
Z50409,-265.79281315123546,-265.79281315123546
Z50410,-264.7701625600621,-264.7701625600621
Z50411,-263.75213540115004,-263.75213540115004
Z50412,-246.4391032882786,-246.4391032882786
Z50413,-264.76648468786817,-264.76648468786817
Z50414,-234.58464979726895,-234.58464979726895
Z50415,-262.7424411511105,-262.7424411511105
Z50416,-266.79859653837656,-266.79859653837656
Z50417,-264.75165707123364,-264.75165707123364
Z50418,-265.78971555084354,-265.78971555084354
Z50419,-239.92448547830347,-239.92448547830347
Z50420,-264.7641426535465,-264.7641426535465
Z50421,-264.76368291952224,-264.76368291952224
Z50422,-250.76531695168686,-250.76531695168686
Z50423,-264.7500739104211,-264.7500739104211
Z50424,-265.80106080167985,-265.80106080167985
Z50425,-266.7973187644339,-266.7973187644339
Z50426,-263.74737011650393,-263.74737011650393
Z50427,-265.78561395896145,-265.78561395896145
Z50428,-266.79544712143996,-266.79544712143996
Z50429,-265.7837066691247,-265.7837066691247
Z50430,-173.85434819538094,-173.85434819538094
Z50431,-262.7510166055114,-262.7510166055114
Z50432,-264.779656747525,-264.779656747525
Z50433,-266.8115730916378,-266.8115730916378
Z50434,-249.62398295358867,-249.62398295358867
Z50435,-265.7572467894453,-265.7572467894453
Z50436,-248.7439759601044,-248.7439759601044
Z50437,-250.64282631495303,-250.64282631495303
Z50438,-252.80602410123026,-252.80602410123026
Z50439,-266.7907395332302,-266.7907395332302
Z50440,-267.79789918249816,-267.79789918249816
Z50441,-233.54708633103283,-233.54708633103283
Z50442,-231.41049027681981,-231.41049027681981
Z50443,-162.84667259297512,-162.84667259297512
Z50444,-234.57199553556592,-234.57199553556592
Z50445,-250.62518700765546,-250.62518700765546
Z50446,-264.75228585214126,-264.75228585214126
Z50447,-264.75855455157006,-264.75855455157006
Z50448,-263.7400654536744,-263.7400654536744
Z50449,-251.9087537460174,-251.9087537460174
Z50450,-265.7853122470239,-265.7853122470239
Z50451,-266.78823727186244,-266.78823727186244
Z50452,-214.59875456943007,-214.59875456943007
Z50453,-265.78149472740455,-265.78149472740455
Z50454,-267.80118346944835,-267.80118346944835
Z50455,-263.74152844420234,-263.74152844420234
Z50456,-263.74312079234545,-263.74312079234545
Z50457,-236.75365581396434,-236.75365581396434
Z50458,-266.8065895160162,-266.8065895160162
Z50459,-266.79873912574783,-266.79873912574783
Z50460,-265.7764516178805,-265.7764516178805
Z50461,-262.7450308758657,-262.7450308758657
Z50462,-266.80663986258793,-266.80663986258793
Z50463,-264.7541523502301,-264.7541523502301
Z50464,-265.7920998468861,-265.7920998468861
Z50465,-264.7772081401681,-264.7772081401681
Z50466,-244.4191124668041,-244.4191124668041
Z50467,-261.7232097169007,-261.7232097169007
Z50468,-262.74618406960514,-262.74618406960514
Z50469,-264.80840170007633,-264.80840170007633
Z50470,-266.7691485712862,-266.7691485712862
Z50471,-265.78109673224213,-265.78109673224213
Z50472,-264.76926734656644,-264.76926734656644
Z50473,-262.74236912243845,-262.74236912243845
Z50474,-266.8022861703537,-266.8022861703537
Z50475,-266.7870175618493,-266.7870175618493
Z50476,-268.8276148309185,-268.8276148309185
Z50477,-264.7825187847598,-264.7825187847598
Z50478,-262.7463733286159,-262.7463733286159
Z50479,-251.78468399089658,-251.78468399089658
Z50480,-259.45120122918314,-259.45120122918314
Z50481,-263.7579579638039,-263.7579579638039
Z50482,-287.23073842160727,-287.23073842160727
Z50483,-243.2774569121342,-243.2774569121342
Z50484,-248.6146051152157,-248.6146051152157
Z50485,-127.74712311401771,-127.74712311401771
Z50486,-266.79414546043773,-266.79414546043773
Z50487,-245.41425472012767,-245.41425472012767
Z50488,-265.77447156438524,-265.77447156438524
Z50489,-268.8176421672769,-268.8176421672769
Z50490,-266.79518914119615,-266.79518914119615
Z50491,-268.8182011244718,-268.8182011244718
Z50492,-263.7295525749923,-263.7295525749923
Z50493,-264.76153933154194,-264.76153933154194
Z50494,-267.81481158819713,-267.81481158819713
Z50495,-267.81191831403817,-267.81191831403817
Z50496,-265.76954531770673,-265.76954531770673
Z50497,-263.7369318389465,-263.7369318389465
Z50498,-262.7372330371285,-262.7372330371285
Z50499,-127.59874331458256,-127.59874331458256
Z50500,-262.7247805292059,-262.7247805292059
Z50501,-247.44324434819808,-247.44324434819808
Z50502,-260.7126705999374,-260.7126705999374
Z50503,-265.76335856926704,-265.76335856926704
Z50504,-266.80639400962053,-266.80639400962053
Z50505,-265.76346036489036,-265.76346036489036
Z50506,-253.7996195755706,-253.7996195755706
Z50507,-246.4339242062614,-246.4339242062614
Z50508,-254.95685868043853,-254.95685868043853
Z50509,-263.7514092345378,-263.7514092345378
Z50510,-250.63598579606645,-250.63598579606645
Z50511,-267.80782921692577,-267.80782921692577
Z50512,-266.8054256649732,-266.8054256649732
Z50513,-286.05905389305855,-286.05905389305855
Z50514,-264.7696153626503,-264.7696153626503
Z50515,-264.77077259881526,-264.77077259881526
Z50516,-237.74288436631426,-237.74288436631426
Z50517,-266.79805411837674,-266.79805411837674
Z50518,-265.77513084723057,-265.77513084723057
Z50519,-237.60369299997902,-237.60369299997902
Z50520,-266.77874198191984,-266.77874198191984
Z50521,-264.7683144366345,-264.7683144366345
Z50522,-266.7948477399903,-266.7948477399903
Z50523,-267.79827770051975,-267.79827770051975
Z50524,-266.8023740012344,-266.8023740012344
Z50525,-267.82115966616243,-267.82115966616243
Z50526,-264.75914878811454,-264.75914878811454
Z50527,-266.8189071539253,-266.8189071539253
Z50528,-291.4151419619603,-291.4151419619603
Z50529,-267.8073397159503,-267.8073397159503
Z50530,-265.7699705073678,-265.7699705073678
Z50531,-262.72864398547824,-262.72864398547824
Z50532,-262.7267300807635,-262.7267300807635
Z50533,-264.74773003863334,-264.74773003863334
Z50534,-244.40353994140284,-244.40353994140284
Z50535,-265.7638660774105,-265.7638660774105
Z50536,-251.646777013382,-251.646777013382
Z50537,-248.58984893412645,-248.58984893412645
Z50538,-265.7742624607403,-265.7742624607403
Z50539,-267.81255223985096,-267.81255223985096
Z50540,-248.72662623746797,-248.72662623746797
Z50541,-262.7236835619298,-262.7236835619298
Z50542,-261.71837387355544,-261.71837387355544
Z50543,-247.62349389507503,-247.62349389507503
Z50544,-262.73924543002755,-262.73924543002755
Z50545,-265.7884726887573,-265.7884726887573
Z50546,-264.78167208036984,-264.78167208036984
Z50547,-264.77834222425986,-264.77834222425986
Z50548,-260.5778524029773,-260.5778524029773
Z50549,-266.7902853116043,-266.7902853116043
Z50550,-263.7548078118808,-263.7548078118808
Z50551,-266.7986490899077,-266.7986490899077
Z50552,-264.7817419040826,-264.7817419040826
Z50553,-266.7989941660458,-266.7989941660458
Z50554,-242.25388979285816,-242.25388979285816
Z50555,-263.748007717249,-263.748007717249
Z50556,-266.77727715392575,-266.77727715392575
Z50557,-265.77053203701536,-265.77053203701536
Z50558,-250.76793276846104,-250.76793276846104
Z50559,-266.798801599596,-266.798801599596
Z50560,-263.74330674391723,-263.74330674391723
Z50561,-265.76891139189394,-265.76891139189394
Z50562,-265.7764391231109,-265.7764391231109
Z50563,-265.7887196442043,-265.7887196442043
Z50564,-263.7484005675063,-263.7484005675063
Z50565,-290.6783283360294,-290.6783283360294
Z50566,-267.80663082151966,-267.80663082151966
Z50567,-264.7699821208887,-264.7699821208887
Z50568,-242.26044954692097,-242.26044954692097
Z50569,-264.77469926392234,-264.77469926392234
Z50570,-265.77777716594244,-265.77777716594244
Z50571,-266.7962309844885,-266.7962309844885
Z50573,-262.7401707779676,-262.7401707779676
Z50574,-264.7701717473927,-264.7701717473927
Z50575,-266.7893548187591,-266.7893548187591
Z50576,-234.58722371981554,-234.58722371981554
Z50577,-265.79815099032584,-265.79815099032584
Z50578,-262.7338201275497,-262.7338201275497
Z50579,-265.7684681950648,-265.7684681950648
Z50580,-236.7466355908908,-236.7466355908908
Z50581,-246.4441563201197,-246.4441563201197
Z50582,-266.80069565967665,-266.80069565967665
Z50583,-264.7675915774613,-264.7675915774613
Z50584,-267.80233188577586,-267.80233188577586
Z50585,-265.77821007296126,-265.77821007296126
Z50586,-244.39250779479406,-244.39250779479406
Z50587,-142.64871392978756,-142.64871392978756
Z50588,-266.7864846966733,-266.7864846966733
Z50589,-265.7998263919377,-265.7998263919377
Z50590,-258.29982878615607,-258.29982878615607
Z50591,-264.77881151310794,-264.77881151310794
Z50592,-262.7308360825643,-262.7308360825643
Z50593,-288.5041851315445,-288.5041851315445
Z50594,-264.77435014535877,-264.77435014535877
Z50595,-288.24953768378464,-288.24953768378464
Z50596,-268.8315855952126,-268.8315855952126
Z50597,-263.7722005312246,-263.7722005312246
Z50598,-249.61999197716725,-249.61999197716725
Z50599,-237.7613479609151,-237.7613479609151
Z50600,-262.745497224768,-262.745497224768
Z50601,-264.76101344873723,-264.76101344873723
Z50602,-266.8007537236062,-266.8007537236062
Z50603,-283.915795554173,-283.915795554173
Z50604,-265.7857973380806,-265.7857973380806
Z50605,-264.7759605006699,-264.7759605006699
Z50606,-249.74615387121693,-249.74615387121693
Z50607,-268.8230325578984,-268.8230325578984
Z50608,-266.8068798356638,-266.8068798356638
Z50609,-249.76706680816108,-249.76706680816108
Z50610,-264.7555422096063,-264.7555422096063
Z50611,-266.80546608922793,-266.80546608922793
Z50612,-260.4537106191844,-260.4537106191844
Z50613,-263.7348871066436,-263.7348871066436
Z50614,-266.7848827937064,-266.7848827937064
Z50615,-263.7473454944579,-263.7473454944579
Z50616,-267.8070424139314,-267.8070424139314
Z50617,-265.7796341092074,-265.7796341092074
Z50618,-287.20904603153326,-287.20904603153326
Z50619,-263.77332836793147,-263.77332836793147
Z50620,-249.75704967783926,-249.75704967783926
Z50621,-238.91660296986225,-238.91660296986225
Z50622,-265.7838999705609,-265.7838999705609
Z50623,-247.46036806250123,-247.46036806250123
Z50624,-264.77812871069625,-264.77812871069625
Z50625,-242.25497573533747,-242.25497573533747
Z50626,-267.8487290078876,-267.8487290078876
Z50627,-265.776440960577,-265.776440960577
Z50628,-267.78929065370704,-267.78929065370704
Z50629,-251.78080362993583,-251.78080362993583
Z50630,-210.02997884045308,-210.02997884045308
Z50631,-246.45441599596992,-246.45441599596992
Z50632,-267.8098371999061,-267.8098371999061
Z50633,-268.8086209435943,-268.8086209435943
Z50634,-246.57856880455958,-246.57856880455958
Z50635,-262.60778354868967,-262.60778354868967
Z50636,-264.7639875714056,-264.7639875714056
Z50637,-260.6876770182249,-260.6876770182249
Z50638,-265.77368071896547,-265.77368071896547
Z50639,-234.57824328788087,-234.57824328788087
Z50640,-261.71624351533126,-261.71624351533126
Z50641,-265.77525946985924,-265.77525946985924
Z50642,-262.730423755166,-262.730423755166
Z50643,-265.77176203683877,-265.77176203683877
Z50644,-263.74728963548773,-263.74728963548773
Z50645,-265.7952165569257,-265.7952165569257
Z50646,-266.7899358255475,-266.7899358255475
Z50647,-240.94286359324522,-240.94286359324522
Z50648,-267.7972387971732,-267.7972387971732
Z50649,-267.80796445443247,-267.80796445443247
Z50650,-264.7665960383153,-264.7665960383153
Z50651,-265.77936583915323,-265.77936583915323
Z50652,-247.5988615592026,-247.5988615592026
Z50653,-267.80234548302514,-267.80234548302514
Z50654,-263.7439711716677,-263.7439711716677
Z50655,-268.82005953770965,-268.82005953770965
Z50656,-264.7735258580555,-264.7735258580555
Z50657,-265.7792449338823,-265.7792449338823
Z50658,-248.60324442966396,-248.60324442966396
Z50659,-265.79133582847174,-265.79133582847174
Z50660,-264.7813589761423,-264.7813589761423
Z50661,-262.60821682320176,-262.60821682320176
Z50662,-265.78101000384106,-265.78101000384106
Z50663,-266.7971493500573,-266.7971493500573
Z50664,-267.8149843100128,-267.8149843100128
Z50665,-263.7432993940527,-263.7432993940527
Z50666,-245.41047284735114,-245.41047284735114
Z50667,-266.7931139069557,-266.7931139069557
Z50668,-250.77688563840383,-250.77688563840383
Z50669,-265.77270649442653,-265.77270649442653
Z50670,-266.79735183882417,-266.79735183882417
Z50671,-264.77317490202586,-264.77317490202586
Z50672,-263.75264805419863,-263.75264805419863
Z50673,-235.61132370426753,-235.61132370426753
Z50674,-265.78596969240306,-265.78596969240306
Z50675,-266.81835113667614,-266.81835113667614
Z50676,-266.7983539928482,-266.7983539928482
Z50677,-266.7887488224314,-266.7887488224314
Z50678,-267.8107842299464,-267.8107842299464
Z50679,-264.76288545922444,-264.76288545922444
Z50680,-264.7606793973959,-264.7606793973959
Z50681,-249.45496179470246,-249.45496179470246
Z50682,-264.7655244280718,-264.7655244280718
Z50683,-245.43023516300846,-245.43023516300846
Z50684,-261.58416277540283,-261.58416277540283
Z50685,-264.773482493855,-264.773482493855
Z50686,-265.7878556676328,-265.7878556676328
Z50687,-265.76650835369685,-265.76650835369685
Z50688,-253.9404268096154,-253.9404268096154
Z50689,-288.2524607248948,-288.2524607248948
Z50690,-251.771388086023,-251.771388086023
Z50691,-264.76600290425046,-264.76600290425046
Z50692,-266.80030060446,-266.80030060446
Z50693,-262.7624717368219,-262.7624717368219
Z50694,-250.75978581116024,-250.75978581116024
Z50695,-243.2660388976394,-243.2660388976394
Z50696,-268.82377893663795,-268.82377893663795
Z50697,-267.82030193697574,-267.82030193697574
Z50698,-266.798703478905,-266.798703478905
Z50699,-265.77118580746225,-265.77118580746225
Z50700,-266.7943383943807,-266.7943383943807
Z50701,-266.78238935217604,-266.78238935217604
Z50702,-247.6097261289008,-247.6097261289008
Z50703,-266.8219367680706,-266.8219367680706
Z50704,-266.80759460998604,-266.80759460998604
Z50705,-263.75321766869706,-263.75321766869706
Z50706,-263.76163583599777,-263.76163583599777
Z50707,-290.5307570216888,-290.5307570216888
Z50708,-264.7692923361057,-264.7692923361057
Z50709,-251.77749067851417,-251.77749067851417
Z50710,-265.79123219538235,-265.79123219538235
Z50711,-244.42012197069266,-244.42012197069266
Z50712,-264.74998497706076,-264.74998497706076
Z50713,-265.7743058249409,-265.7743058249409
Z50714,-266.7920478091105,-266.7920478091105
Z50715,-266.8118358492935,-266.8118358492935
Z50716,-265.78042973203907,-265.78042973203907
Z50717,-263.7631374133143,-263.7631374133143
Z50718,-234.59033197751097,-234.59033197751097
Z50719,-268.8290991360535,-268.8290991360535
Z50720,-264.77108460056314,-264.77108460056314
Z50721,-249.61899864298059,-249.61899864298059
Z50722,-266.83706205421726,-266.83706205421726
Z50723,-264.767854335117,-264.767854335117
Z50724,-265.7853750883653,-265.7853750883653
Z50725,-264.78275030549145,-264.78275030549145
Z50726,-264.770218051539,-264.770218051539
Z50727,-264.76171572828986,-264.76171572828986
Z50728,-138.29129090426244,-138.29129090426244
Z50729,-261.59370179703916,-261.59370179703916
Z50730,-262.73622206326706,-262.73622206326706
Z50731,-260.45647086079595,-260.45647086079595
Z50732,-265.7727572084915,-265.7727572084915
Z50733,-296.37938890993695,-296.37938890993695
Z50734,-296.395989313888,-296.395989313888
Z50735,-266.78798149657797,-266.78798149657797
Z50736,-288.39046802805973,-288.39046802805973
Z50737,-265.7634882943754,-265.7634882943754
Z50738,-237.72635746100818,-237.72635746100818
Z50739,-265.7484309944753,-265.7484309944753
Z50740,-263.7499653536575,-263.7499653536575
Z50741,-265.76245710838657,-265.76245710838657
Z50742,-235.6006763230652,-235.6006763230652
Z50743,-252.79500665435052,-252.79500665435052
Z50744,-265.7870221929989,-265.7870221929989
Z50745,-266.7999217189452,-266.7999217189452
Z50746,-262.74702268914416,-262.74702268914416
Z50747,-265.7826196241657,-265.7826196241657
Z50748,-249.75465692945252,-249.75465692945252
Z50749,-262.73551868123474,-262.73551868123474
Z50750,-264.7846631077266,-264.7846631077266
Z50751,-265.798917948686,-265.798917948686
Z50752,-264.7540986962192,-264.7540986962192
Z50753,-235.6066256708816,-235.6066256708816
Z50754,-250.767878746957,-250.767878746957
Z50755,-247.58640758130704,-247.58640758130704
Z50756,-122.7272358543389,-122.7272358543389
Z50757,-265.801051246856,-265.801051246856
Z50758,-235.59216003507345,-235.59216003507345
Z50759,-287.23191733987244,-287.23191733987244
Z50760,-248.7476545672847,-248.7476545672847
Z50761,-264.77116214163357,-264.77116214163357
Z50762,-245.44703879071284,-245.44703879071284
Z50763,-245.56233648255747,-245.56233648255747
Z50764,-287.09311698632837,-287.09311698632837
Z50765,-249.74706268196186,-249.74706268196186
Z50766,-247.45042259335824,-247.45042259335824
Z50767,-266.7873387509278,-266.7873387509278
Z50768,-262.7346734468177,-262.7346734468177
Z50769,-261.7138180600475,-261.7138180600475
Z50770,-264.7587923196865,-264.7587923196865
Z50771,-263.7299094109136,-263.7299094109136
Z50772,-264.75747044655685,-264.75747044655685
Z50773,-285.062690459749,-285.062690459749
Z50774,-267.80996508754833,-267.80996508754833
Z50775,-268.8157859589984,-268.8157859589984
Z50776,-264.76919054048244,-264.76919054048244
Z50777,-265.783752973271,-265.783752973271
Z50778,-264.7850368483362,-264.7850368483362
Z50779,-262.72577092344676,-262.72577092344676
Z50780,-264.7616514169755,-264.7616514169755
Z50781,-265.78344979136057,-265.78344979136057
Z50782,-238.92784826254143,-238.92784826254143
Z50783,-265.7840793072547,-265.7840793072547
Z50784,-237.76862469425953,-237.76862469425953
Z50785,-264.7713624254411,-264.7713624254411
Z50786,-268.8052782252214,-268.8052782252214
Z50787,-262.7255544699373,-262.7255544699373
Z50788,-265.7902561333773,-265.7902561333773
Z50789,-266.78604921720193,-266.78604921720193
Z50790,-265.769683127666,-265.769683127666
Z50791,-257.4175363523067,-257.4175363523067
Z50792,-267.81814805918515,-267.81814805918515
Z50793,-267.80565512700775,-267.80565512700775
Z50794,-264.78577550971806,-264.78577550971806
Z50795,-268.82879595414306,-268.82879595414306
Z50796,-265.75524321638363,-265.75524321638363
Z50797,-111.92173995700055,-111.92173995700055
Z50798,-265.77628918587516,-265.77628918587516
Z50799,-262.7360464015056,-262.7360464015056
Z50800,-267.8095207882395,-267.8095207882395
Z50801,-267.80947852651866,-267.80947852651866
Z50802,-286.0730487700457,-286.0730487700457
Z50803,-265.7715790252128,-265.7715790252128
Z50804,-265.77812665199923,-265.77812665199923
Z50805,-265.7796557913077,-265.7796557913077
Z50806,-267.8064342126444,-267.8064342126444
Z50807,-264.7686087987076,-264.7686087987076
Z50808,-267.81776549873814,-267.81776549873814
Z50809,-263.7590075244539,-263.7590075244539
Z50810,-237.87901414659365,-237.87901414659365
Z50811,-125.57041884924905,-125.57041884924905
Z50812,-264.80674026320696,-264.80674026320696
Z50813,-265.79228102104594,-265.79228102104594
Z50814,-262.7301253506675,-262.7301253506675
Z50815,-267.8195228513392,-267.8195228513392
Z50816,-252.9237046191446,-252.9237046191446
Z50817,-263.76454491236535,-263.76454491236535
Z50818,-267.81654027632663,-267.81654027632663
Z50819,-260.5806277118111,-260.5806277118111
Z50820,-250.7695971452762,-250.7695971452762
Z50821,-267.8009335740554,-267.8009335740554
Z50822,-244.42680079256033,-244.42680079256033
Z50823,-266.78888332495166,-266.78888332495166
Z50824,-268.8146368076844,-268.8146368076844
Z50825,-264.7491768594594,-264.7491768594594
Z50826,-263.74089488588277,-263.74089488588277
Z50827,-151.64678921415708,-151.64678921415708
Z50828,-263.7577804645763,-263.7577804645763
Z50829,-265.78851384799844,-265.78851384799844
Z50830,-267.8075796890261,-267.8075796890261
Z50831,-265.7944337963569,-265.7944337963569
Z50832,-264.7497949830635,-264.7497949830635
Z50833,-263.75299827524185,-263.75299827524185
Z50834,-251.78122881959692,-251.78122881959692
Z50835,-262.60090958791966,-262.60090958791966
Z50836,-264.7645182316223,-264.7645182316223
Z50837,-264.7847329314393,-264.7847329314393
Z50838,-268.8267096951058,-268.8267096951058
Z50839,-208.88661113484878,-208.88661113484878
Z50840,-264.75845422591965,-264.75845422591965
Z50841,-262.73559070990683,-262.73559070990683
Z50842,-262.7568931896693,-262.7568931896693
Z50843,-264.7696936387072,-264.7696936387072
Z50844,-263.7451567048109,-263.7451567048109
Z50845,-266.7946173217383,-266.7946173217383
Z50846,-266.7858823752779,-266.7858823752779
Z50847,-263.7477254824523,-263.7477254824523
Z50848,-265.77693781141693,-265.77693781141693
Z50849,-250.76572413417995,-250.76572413417995
Z50850,-266.78912293053423,-266.78912293053423
Z50851,-248.60602120847062,-248.60602120847062
Z50852,-265.76863797693466,-265.76863797693466
Z50853,-267.79312103558925,-267.79312103558925
Z50854,-264.7589999533585,-264.7589999533585
Z50855,-252.94067435378656,-252.94067435378656
Z50856,-240.93703845813883,-240.93703845813883
Z50857,-267.81372674819744,-267.81372674819744
Z50858,-264.7582826065837,-264.7582826065837
Z50859,-266.79172698752524,-266.79172698752524
Z50860,-266.80490272211426,-266.80490272211426
Z50861,-262.7300757390821,-262.7300757390821
Z50862,-284.0494017584776,-284.0494017584776
Z50863,-265.7715771877467,-265.7715771877467
Z50864,-264.7747069812801,-264.7747069812801
Z50865,-264.78121749125074,-264.78121749125074
Z50866,-263.62643140365844,-263.62643140365844
Z50867,-264.76050814555316,-264.76050814555316
Z50868,-263.74371282393065,-263.74371282393065
Z50869,-263.75370533220644,-263.75370533220644
Z50870,-252.79529734149133,-252.79529734149133
Z50871,-268.8147290484838,-268.8147290484838
Z50872,-252.81194000716326,-252.81194000716326
Z50873,-263.7421234157333,-263.7421234157333
Z50874,-245.4211643277405,-245.4211643277405
Z50875,-263.7445731255699,-263.7445731255699
Z50876,-267.80213674687343,-267.80213674687343
Z50877,-266.8004854535521,-266.8004854535521
Z50878,-250.76906023767475,-250.76906023767475
Z50879,-267.80005636772785,-267.80005636772785
Z50880,-265.7875951149364,-265.7875951149364
Z50881,-267.81493947583937,-267.81493947583937
Z50882,-263.75160253597403,-263.75160253597403
Z50883,-265.7808343420796,-265.7808343420796
Z50884,-266.7753118001595,-266.7753118001595
Z50885,-290.397209248807,-290.397209248807
Z50886,-265.7816909687866,-265.7816909687866
Z50887,-267.79761547772864,-267.79761547772864
Z50888,-264.7637248137499,-264.7637248137499
Z50889,-247.4482845177763,-247.4482845177763
Z50890,-265.7848936722408,-265.7848936722408
Z50891,-241.09995004216256,-241.09995004216256
Z50892,-288.07834684489916,-288.07834684489916
Z50893,-267.807030286655,-267.807030286655
Z50894,-265.775893395672,-265.775893395672
Z50895,-265.7725447974076,-265.7725447974076
Z50896,-267.78995397897785,-267.78995397897785
Z50897,-263.7470353301761,-263.7470353301761
Z50898,-250.62634167136778,-250.62634167136778
Z50899,-266.7942641607493,-266.7942641607493
Z50900,-265.7629734363675,-265.7629734363675
Z50901,-244.40601905069738,-244.40601905069738
Z50902,-244.27655890495504,-244.27655890495504
Z50903,-265.78549231870403,-265.78549231870403
Z50904,-141.6413969934193,-141.6413969934193
Z50905,-263.75066947067626,-263.75066947067626
Z50906,-264.7754291054668,-264.7754291054668
Z50907,-268.8273142214606,-268.8273142214606
Z50908,-298.41729833355987,-298.41729833355987
Z50909,-261.599787484842,-261.599787484842
Z50910,-265.78426342136027,-265.78426342136027
Z50911,-250.75531488858724,-250.75531488858724
Z50912,-263.7464998925476,-263.7464998925476
Z50913,-236.73713515604305,-236.73713515604305
Z50914,-266.7955496520497,-266.7955496520497
Z50915,-265.77833612313736,-265.77833612313736
Z50916,-243.40323036584522,-243.40323036584522
Z50917,-265.7916540776044,-265.7916540776044
Z50918,-264.7600006374097,-264.7600006374097
Z50919,-258.2956338509949,-258.2956338509949
Z50920,-266.79674731246934,-266.79674731246934
Z50921,-250.62801817545935,-250.62801817545935
Z50922,-243.2590800459344,-243.2590800459344
Z50923,-263.75136844278984,-263.75136844278984
Z50924,-265.7959155290393,-265.7959155290393
Z50925,-265.7778120777988,-265.7778120777988
Z50926,-265.7890470806676,-265.7890470806676
Z50927,-252.8015417863673,-252.8015417863673
Z50928,-267.8011779570499,-267.8011779570499
Z50929,-267.81421073677456,-267.81421073677456
Z50930,-243.386242256542,-243.386242256542
Z50931,-264.7588338464209,-264.7588338464209
Z50932,-265.78296102537155,-265.78296102537155
Z50933,-258.4211041227955,-258.4211041227955
Z50934,-264.7501400592016,-264.7501400592016
Z50935,-271.84195228288485,-271.84195228288485
Z50936,-251.8049236802529,-251.8049236802529
Z50937,-265.78835509092534,-265.78835509092534
Z50938,-265.7927532498398,-265.7927532498398
Z50939,-265.7856984824032,-265.7856984824032
Z50940,-107.88524031235659,-107.88524031235659
Z50941,-262.7334033902328,-262.7334033902328
Z50942,-263.7443728417624,-263.7443728417624
Z50943,-261.7309061275079,-261.7309061275079
Z50944,-264.78111826808004,-264.78111826808004
Z50945,-268.81394408295563,-268.81394408295563
Z50946,-248.59489682106243,-248.59489682106243
Z50947,-236.74028898289836,-236.74028898289836
