KEGG,smiles,n_electrons,n_carbons,exp_rxn_data,smiles_ph0,charge_ph0,smiles_ion,charge_ion,energy_Ha,energy_solv_Ha,compute_time
C00250,Cc1ncc(CO)c(C=O)c1O,64,8,True,Cc1[nH+]cc(CO)c(C=O)c1[O-],0,O=Cc1c(CO)cnc(c1O)C,0.0,-589.893889999188,-588.80286944,1167.492
C00556,OCc1ccccc1,42,7,True,OCc1ccccc1,0,OCc1ccccc1,0.0,-346.267964009353,-345.5872431,484.08
C02043,O=C(O)C(O)Cc1c[nH]c2ccccc12,78,11,True,OC(Cc1c[nH]c2ccccc12)C(O)=O,0,OC(=O)C(Cc1c[nH]c2c1cccc2)O,0.0,-705.2835200793179,-703.95791725,2658.456
C00810,CC(=O)[C@@H](C)O,36,4,True,C[C@@H](O)C(C)=O,0,CC(=O)[C@H](O)C,0.0,-307.27631564348303,-306.70306179,367.112
C00644,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,98,6,True,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,0,OC[C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O,0.0,-1254.821229857886,-1253.17692199,4471.7559999999985
C00186,C[C@H](O)C(=O)O,36,3,True,C[C@H](O)C(O)=O,0,OC(=O)[C@@H](O)C,0.0,-343.202380513391,-342.60307723,285.384
C00469,CCO,20,2,True,CCO,0,CCO,0.0,-154.827691402721,-154.52819003,289.372
C02636,C[N+](C)(C)CC(=O)CC(=O)O,64,7,True,C[N+](C)(C)CC(=O)CC(O)=O,1,O=C(C[N+](C)(C)C)CC(=O)O,1.0,-554.709141392451,-553.66636614,1181.568
C00956,N[C@@H](CCCC(=O)O)C(=O)O,64,6,True,[NH3+][C@@H](CCCC(O)=O)C(O)=O,1,OC(=O)CCC[C@@H](C(=O)O)[NH3+],1.0,-590.666297312377,-589.60169941,3682.692
C01507,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,74,6,True,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0,OC[C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O,0.0,-687.552063792122,-686.32889548,1321.5479999999998
C00577,O=C[C@H](O)CO,36,3,True,OC[C@@H](O)C=O,0,O[C@@H](C=O)CO,0.0,-343.160932721772,-342.56173243,911.748
C03351,OCc1cccc(O)c1,48,7,True,OCc1cccc(O)c1,0,OCc1cccc(c1)O,0.0,-421.413176757127,-420.61715885,1990.036
C04462,O=C(O)CCC(=O)N[C@@H](CCCC(=O)C(=O)O)C(=O)O,112,11,True,OC(=O)CCC(=O)N[C@@H](CCCC(=O)C(O)=O)C(O)=O,0,O=C(N[C@H](C(=O)O)CCCC(=O)C(=O)O)CCC(=O)O,0.0,-1083.4694216142082,-1081.55059428,4826.196
