KEGG,smiles,n_electrons,n_carbons,exp_rxn_data,smiles_ph0,charge_ph0,smiles_ion,charge_ion,energy_Ha,energy_solv_Ha,compute_time
C00441,N[C@@H](CC=O)C(=O)O,46,4,True,[NH3+][C@@H](CC=O)C(O)=O,1,O=CC[C@@H](C(=O)O)[NH3+],1.0,-436.979326591297,-436.19859834,633.988
C00474,OC[C@H](O)[C@H](O)[C@H](O)CO,62,5,True,OC[C@H](O)[C@H](O)[C@H](O)CO,0,OC[C@H]([C@H]([C@H](CO)O)O)O,0.0,-573.1532586425401,-572.12838431,790.58
C00349,CC(C=O)C(=O)O,40,4,True,CC(C=O)C(O)=O,0,O=CC(C(=O)O)C,0.0,-381.24216797727007,-380.5668891,365.524
C00673,O=P(O)(O)OC[C@H]1OC(O)C[C@@H]1O,78,5,True,OC1C[C@H](O)[C@@H](COP(O)(O)=O)O1,0,OC1C[C@@H]([C@H](O1)COP(=O)(O)O)O,0.0,-1064.075957106136,-1062.74517706,1461.348
C00246,CCCC(=O)O,36,4,True,CCCC(O)=O,0,CCCC(=O)O,0.0,-307.30178096382997,-306.72688454,292.512
C06142,CCCCO,32,4,True,CCCCO,0,CCCCO,0.0,-233.31985469657798,-232.84481354,268.872
C00204,O=C(O)C(=O)C[C@H](O)[C@H](O)CO,70,6,True,OC[C@@H](O)[C@@H](O)CC(=O)C(O)=O,0,OC[C@H]([C@H](CC(=O)C(=O)O)O)O,0.0,-685.171110695106,-683.96877298,1093.992
C00261,O=Cc1ccccc1,40,7,True,O=Cc1ccccc1,0,O=Cc1ccccc1,0.0,-345.069811498533,-344.40312089,449.324
C04421,N[C@@H](CCC[C@H](NC(=O)CCC(=O)O)C(=O)O)C(=O)O,114,11,True,[NH3+][C@@H](CCC[C@H](NC(=O)CCC(O)=O)C(O)=O)C(O)=O,1,O=C([NH+][C@H](C(=O)O)CCC[C@@H](C(=O)O)[NH3+])CCC(=O)O,2.0,-1065.2735981828841,-1063.3402614,4524.7959999999985
C00037,NCC(=O)O,30,2,True,[NH3+]CC(O)=O,1,OC(=O)C[NH3+],1.0,-284.541432598627,-284.03917759,210.676
C00149,O=C(O)C[C@H](O)C(=O)O,52,4,True,O[C@@H](CC(O)=O)C(O)=O,0,OC(=O)C[C@@H](C(=O)O)O,0.0,-531.574746139255,-530.66896404,514.752
C01412,CCCC=O,30,4,True,CCCC=O,0,CCCC=O,0.0,-232.11800960318803,-231.65879379,257.7
C00048,O=CC(=O)O,28,2,True,OC(=O)C=O,0,O=CC(=O)O,0.0,-302.735096407492,-302.23199679,194.768
