KEGG,canon_smiles,smiles,n_electrons,n_carbons,organic,easy,exp_rxn_data,dlpno_data,smiles_ph0,charge_ph0,smiles_ion,charge_ion,josh
C04611,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@@H](O)[C@H](O)[C@@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,O=C(Cc1c[nH]c2ccccc12)O[C@H]1[C@@H](O)[C@H](O)[C@@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,182,21,True,False,False,False,O[C@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](OC(=O)Cc3c[nH]c4ccccc34)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0,O=C(Cc1c[nH]c2c1cccc2)O[C@@H]1[C@H](O)[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1OC[C@@H]([C@@H]([C@H]1O)O)O,0,False
C03466,C=C(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,C=C(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,304,26,True,False,False,False,CC(=C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)[nH+]cnc12,1,CC(=C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O,0,False
C04541,COC(=O)[C@@H](N)CCCN(c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,COC(=O)[C@@H](N)CCCN(c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,148,18,True,False,False,False,COC(=O)[C@@H]([NH3+])CCCN(c1ccc(cc1)[N+]([O-])=O)c1ccc(cc1)[N+]([O-])=O,1,COC(=O)[C@H](CCCN(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-])[NH3+],1,False
C00962,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,72,6,True,True,False,True,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,0,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O)O)O,0,False
C10811,CC1=C2C(=O)[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,CC1=C2C(=O)[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,170,27,True,False,False,False,C[C@@H]1[C@@H]2[NH2+]C[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3C(=O)C2=C1C,1,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2C(=O)C2=C(C)[C@]4(CC[C@@H]32)O[C@H]2[C@H]([C@H]4C)[NH2+]C[C@H](C2)C)C1)C,1,False
C17431,CC(C)CC(=O)O[C@@H]1OC=C(CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2C[C@H](O)[C@@H](CO)[C@@H]12,CC(C)CC(=O)O[C@@H]1OC=C(CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2C[C@H](O)[C@@H](CO)[C@@H]12,248,27,True,False,False,False,CC(C)CC(=O)O[C@@H]1OC=C(CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2C[C@H](O)[C@@H](CO)[C@@H]12,0,OC[C@@H]1[C@@H](O)C[C@H]2[C@@H]1[C@@H](OC=C2CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O)OC(=O)CC(C)C,0,False
C01262,Cn1cncc1C[C@H](NC(=O)CCN)C(=O)O,Cn1cncc1C[C@H](NC(=O)CCN)C(=O)O,94,10,True,True,False,False,Cn1c[nH+]cc1C[C@H](NC(=O)CC[NH3+])C(O)=O,2,[NH3+]CCC(=O)N[C@H](C(=O)O)Cc1c[nH+]cn1C,2,False
C00883,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,200,18,True,False,False,False,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,0,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H]([C@H]([C@@H]2O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@@H]2O)O)O)O)O)[C@@H]([C@H]([C@H]1O)O)O,0,False
C02843,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,294,24,True,False,False,False,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)[nH+]cnc12,1,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O,0,False
C15495,CCCCCCCCCCc1c(C)c(O)c(OC)c(OC)c1O,CCCCCCCCCCc1c(C)c(O)c(OC)c(OC)c1O,132,19,True,False,False,False,CCCCCCCCCCc1c(C)c(O)c(OC)c(OC)c1O,0,CCCCCCCCCCc1c(C)c(O)c(c(c1O)OC)OC,0,False
C05220,COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c42)C3=C[C@@H]1O,COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c42)C3=C[C@@H]1O,128,19,True,False,False,False,COC1=C[C@]23CC[NH+](C)[C@H](Cc4ccc(OC)c(O)c24)C3=C[C@@H]1O,1,COC1=C[C@@]23CC[NH+]([C@@H](C2=C[C@@H]1O)Cc1c3c(O)c(cc1)OC)C,1,True
C12062,CN(C(=O)[C@@H](N)Cc1ccccc1)[C@@H](CCCN)C(=O)Nc1ccc2ccccc2c1,CN(C(=O)[C@@H](N)Cc1ccccc1)[C@@H](CCCN)C(=O)Nc1ccc2ccccc2c1,162,25,True,False,False,False,CN([C@@H](CCC[NH3+])C(=O)Nc1ccc2ccccc2c1)C(=O)[C@@H]([NH3+])Cc1ccccc1,2,[NH3+]CCC[C@H](N(C(=O)[C@H](Cc1ccccc1)[NH3+])C)C(=O)Nc1ccc2c(c1)cccc2,2,False
C03070,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,152,24,True,False,False,False,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,OC(=O)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CCC(=O)C2)C,0,False
C05921,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O,208,20,True,False,False,False,Nc1[nH+]cnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O,1,O=C1N[C@@H]2[C@H](N1)[C@@H](SC2)CCCCC(=O)OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O,0,False
C00230,O=C(O)c1ccc(O)c(O)c1,O=C(O)c1ccc(O)c(O)c1,58,7,True,True,False,True,OC(=O)c1ccc(O)c(O)c1,0,OC(=O)c1ccc(c(c1)O)O,0,False
C11034,O=C1C2=C(CCCC2)C(=O)N1c1ccc(OCc2ccc(Cl)cc2)cc1,O=C1C2=C(CCCC2)C(=O)N1c1ccc(OCc2ccc(Cl)cc2)cc1,132,21,True,False,False,False,Clc1ccc(COc2ccc(cc2)N2C(=O)C3=C(CCCC3)C2=[OH+])cc1,1,O=C1C2=C(C(=O)N1c1ccc(cc1)OCc1ccc(cc1)Cl)CCCC2,0,False
C07552,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H]([C@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H]([C@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,98,12,True,False,False,False,ClC1=C(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@H](C=C4)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,0,ClC1=C(Cl)[C@@]2(C([C@]1(Cl)[C@@H]1[C@H]2[C@@H]2C[C@@H]1C=C2)(Cl)Cl)Cl,0,False
C00771,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@@H](O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@@H](O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,200,18,True,False,False,False,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@@H](O)O[C@H](CO)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)O[C@@H]([C@H]2O)CO)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O,0,False
C16278,COC(C)(C)CCC(=O)/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)C(=O)CCC(C)(C)OC,COC(C)(C)CCC(=O)/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)C(=O)CCC(C)(C)OC,252,42,True,False,False,False,COC(C)(C)CCC(=O)C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C=C(/C)C(=O)CCC(C)(C)OC,0,COC(CCC(=O)/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/C(=O)CCC(OC)(C)C)\C)\C)\C)/C)/C)/C)(C)C,0,False
C02691,Cc1ncc(C[n+]2ccccc2)c(N)n1,Cc1ncc(C[n+]2ccccc2)c(N)n1,76,11,True,False,False,False,Cc1nc(N)c(C[n+]2ccccc2)c[nH+]1,2,Cc1ncc(c(n1)N)C[n+]1ccccc1,1,False
C10629,COc1cc2nc3occc3c(OC)c2c2c1OC(C)(C)C=C2,COc1cc2nc3occc3c(OC)c2c2c1OC(C)(C)C=C2,118,18,True,False,False,False,COc1cc2[nH+]c3occc3c(OC)c2c2C=CC(C)(C)Oc12,1,COc1cc2nc3occc3c(c2c2c1OC(C)(C)C=C2)OC,0,False
C14204,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,110,11,True,False,False,False,CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,0,O=C(C(O)(C)C)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],0,False
C14061,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,314,39,True,False,False,False,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\\C=C\\C=C\\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(C)=O)[C@H](C)O2)[C@@H]([C@H]1O)[NH+](C)C)OC(C)=O,1,O=CC[C@H]1C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)[NH+](C)C)O[C@@H]1O[C@@H](C)[C@@H]([C@](C1)(C)O)OC(=O)C)OC)OC(=O)C)C,1,False
C01103,O=C(O)c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,O=C(O)c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,134,10,True,True,False,False,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O,0,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1c(=O)[nH]c(=O)cc1C(=O)O)COP(=O)(O)O,0,False
C10044,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,100,15,True,False,False,False,OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccccc1,0,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccccc1,0,False
C11347,CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,120,11,True,False,False,False,CSC[C@H](NC(=O)CC[C@H]([NH3+])C(O)=O)C(=O)NCC(O)=O,1,CSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+],1,False
C00284,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,114,10,True,True,False,False,OC(=O)C[NH+](CC[NH+](CC(O)=O)CC([O-])=O)CC(O)=O,1,OC(=O)C[NH+](CC(=O)O)CC[NH+](CC(=O)O)CC(=O)O,2,False
C08792,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C)CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C)CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,380,48,True,False,False,False,C[C@H](CC\\C=C(/C)CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H]([OH2+])C[C@]12C,1,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC/C(=C/CC[C@H]([C@H]3CC[C@@]4([C@]3(C)C[C@@H](O)[C@@]3([C@H]4CC=C4[C@H]3CC[C@@H](C4(C)C)O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)C)C)C)/C)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,0,False
C19276,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,90,16,True,False,False,False,[O-][N+](=O)c1cc2cccc3ccc4cccc1c4c23,0,[O-][N+](=O)c1cc2cccc3c2c2c1cccc2cc3,0,False
C18379,CCC(=O)O[Ca]OC(=O)CC,CCC(=O)O[Ca]OC(=O)CC,60,6,False,False,False,False,CCC(=O)O[Ca]OC(=O)CC,0,CCC(=O)O[Ca]OC(=O)CC,0,False
C11159,O=S(=O)([O-])c1cc(O)c(O)c(S(=O)(=O)[O-])c1.[Na+].[Na+],O=S(=O)([O-])c1cc(O)c(O)c(S(=O)(=O)[O-])c1.[Na+].[Na+],90,6,False,False,False,False,Oc1cc(cc(c1O)S([O-])(=O)=O)S([O-])(=O)=O,-2,Oc1cc(cc(c1O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],0,False
C03050,CC12CCC3C(CCC4CC(O)CCC43C)C1C[C@H](O)C2,CC12CCC3C(CCC4CC(O)CCC43C)C1C[C@H](O)C2,120,19,True,False,False,False,CC12C[C@@H](O)CC1C1CCC3CC(O)CCC3(C)C1CC2,0,OC1CCC2(C(C1)CCC1C2CCC2(C1C[C@@H](C2)O)C)C,0,False
C11845,CCCCCC/C=C\CCCC(O)CC(=O)N[C@H]1CCOC1=O,CCCCCC/C=C\CCCC(O)CC(=O)N[C@H]1CCOC1=O,132,18,True,False,False,False,CCCCCC\\C=C/CCCC(O)CC(=O)N[C@H]1CCOC1=O,0,CCCCCC/C=C\CCCC(CC(=O)N[C@H]1CCOC1=O)O,0,False
C00190,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,194,14,True,False,False,False,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)OC([C@@H]1O)N1C=CC(=O)NC1=O,0,O[C@@H]1[C@@H](COP(=O)(OP(=O)(O[C@H]2OC[C@H]([C@@H]([C@H]2O)O)O)O)O)OC([C@@H]1O)n1ccc(=O)[nH]c1=O,0,False
C09948,CC(C)=CCC/C(C)=C/C[C@@]1(CC=C(C)C)C(=O)C(C(=O)c2ccccc2)=C(O)C(CC=C(C)C)=C1O,CC(C)=CCC/C(C)=C/C[C@@]1(CC=C(C)C)C(=O)C(C(=O)c2ccccc2)=C(O)C(CC=C(C)C)=C1O,198,33,True,False,False,False,CC(C)=CCC\\C(C)=C\\C[C@]1(CC=C(C)C)C(O)=C(CC=C(C)C)C(O)=C(C(=O)c2ccccc2)C1=O,0,C/C(=C\C[C@]1(CC=C(C)C)C(=C(CC=C(C)C)C(=C(C1=O)C(=O)c1ccccc1)O)O)/CCC=C(C)C,0,False
C10530,COc1c(C2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,COc1c(C2COc3cc(O)cc(O)c3C2=O)ccc(O)c1CC=C(C)C,142,21,True,False,False,False,COc1c(CC=C(C)C)c(O)ccc1C1COc2cc(O)cc(O)c2C1=O,0,COc1c(ccc(c1CC=C(C)C)O)C1COc2c(C1=O)c(O)cc(c2)O,0,False
C13665,Cc1[nH]c2ccc(O)cc2c1CCN,Cc1[nH]c2ccc(O)cc2c1CCN,74,11,True,False,False,False,Cc1[nH]c2ccc(O)cc2c1CC[NH3+],1,Cc1c(CC[NH3+])c2c([nH]1)ccc(c2)O,1,False
C04622,NC(=O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1,NC(=O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1,92,11,True,False,False,False,NC(=O)C(=C/c1ccc(o1)[N+]([O-])=O)\\c1ccco1,0,NC(=O)/C(=C\c1ccc(o1)[N+](=O)[O-])/c1ccco1,0,False
C05490,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C(C(=O)CO)CCC12,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C(C(=O)CO)CCC12,136,21,True,False,False,False,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,0,OCC(=O)C1CCC2C1(C)CC(=O)C1C2CCC2=CC(=O)CCC12C,0,False
C05825,CC(=O)CCC(N)C(=O)O,CC(=O)CCC(N)C(=O)O,58,6,True,True,False,True,CC(=O)CCC([NH3+])C(O)=O,1,CC(=O)CCC(C(=O)O)[NH3+],1,False
C15768,COc1ccc2c(c1)O[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2O,COc1ccc2c(c1)O[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2O,144,15,True,False,False,False,COc1ccc2N(O)C(=O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)Oc2c1,0,OC[C@H]1O[C@@H](O[C@H]2Oc3cc(OC)ccc3N(C2=O)O)[C@@H]([C@H]([C@@H]1O)O)O,0,False
C12288,CCCCC/C(C=O)=C/c1ccccc1,CCCCC/C(C=O)=C/c1ccccc1,80,14,True,False,False,False,CCCCC\\C(C=O)=C\\c1ccccc1,0,CCCCC/C(=C/c1ccccc1)/C=O,0,False
C17309,O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,152,20,True,False,False,False,OC(=O)[C@H](CCc1ccccc1)[NH2+][C@H]1CCC[NH+]2CCC[C@H](N2C1=O)C(O)=O,2,OC(=O)[C@@H]([NH2+][C@H]1CCCN2N(C1=O)[C@@H](CCC2)C(=O)O)CCc1ccccc1,1,False
C08456,CC#CC#CC#Cc1ccccc1,CC#CC#CC#Cc1ccccc1,60,13,True,False,False,False,CC#CC#CC#Cc1ccccc1,0,CC#CC#CC#Cc1ccccc1,0,False
C07719,O=CC1Cc2ccccc2C1=O,O=CC1Cc2ccccc2C1=O,60,10,True,True,False,False,O=CC1Cc2ccccc2C1=O,0,O=CC1Cc2c(C1=O)cccc2,0,False
C18235,CC(=O)N[C@@H](CSCO)C(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)N[C@@H](CSCO)C(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,198,18,True,False,False,False,CC(=O)N[C@@H](CSCO)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,0,OCSC[C@@H](C(=O)N[C@H]1[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)O[C@@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)O)O)NC(=O)C,0,True
C09310,CC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(=O)C=C(C)C,CC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(=O)C=C(C)C,148,21,True,False,False,False,CC(=O)O[C@H]1[C@@H](OC(=O)C=C(C)C)C(C)(C)Oc2ccc3C=CC(=O)Oc3c12,0,CC(=O)O[C@@H]1c2c(ccc3c2oc(=O)cc3)OC([C@@H]1OC(=O)C=C(C)C)(C)C,0,False
C01170,CC(=O)N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,222,17,True,False,False,False,CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,0,OC[C@H]1O[C@H](OP(=O)(OP(=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)O)O)[C@H]([C@H]([C@@H]1O)O)NC(=O)C,0,False
