KEGG,canon_smiles,smiles,n_electrons,n_carbons,organic,easy,exp_rxn_data,dlpno_data,smiles_ph0,charge_ph0,smiles_ion,charge_ion,josh
C09859,CC12CCC(C1)C(C)(C)C2=O,CC12CCC(C1)C(C)(C)C2=O,62,10,True,True,False,False,CC1(C)C2CCC(C)(C2)C1=O,0,O=C1C2(C)CCC(C1(C)C)C2,0,False
C01991,O=C(O)CCCO,O=C(O)CCCO,42,4,True,True,False,False,OCCCC(O)=O,0,OCCCC(=O)O,0,False
C10663,Cn1ccc(=O)c2ccccc21,Cn1ccc(=O)c2ccccc21,60,10,True,True,False,False,C[NH+]1C=CC(=O)c2ccccc12,1,Cn1ccc(=O)c2c1cccc2,0,False
C02357,O=C(O)c1ccccc1Cl,O=C(O)c1ccccc1Cl,52,7,True,True,False,False,OC(=O)c1ccccc1Cl,0,OC(=O)c1ccccc1Cl,0,False
C07379,CN(C)CCCN1c2ccccc2Sc2ccccc21,CN(C)CCCN1c2ccccc2Sc2ccccc21,104,17,True,False,False,False,C[NH+](C)CCCN1c2ccccc2Sc2ccccc12,1,C[NH+](CCCN1c2ccccc2Sc2c1cccc2)C,1,False
C14646,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C=C[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C=C[C@]12C,124,21,True,False,False,False,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C=C[C@]12C,0,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2C=C[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,0,False
C15679,CO[C@H]1C[C@@H](C)O[C@@H](O[C@H]2[C@@H](C)C[C@](C)(O)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H]([C@@H](C)[C@H](C)O)OC(=O)[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC)[C@H](OC(C)=O)[C@H](C)O3)[C@@H]2C)[C@@H]1O,CO[C@H]1C[C@@H](C)O[C@@H](O[C@H]2[C@@H](C)C[C@](C)(O)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H]([C@@H](C)[C@H](C)O)OC(=O)[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC)[C@H](OC(C)=O)[C@H](C)O3)[C@@H]2C)[C@@H]1O,336,42,True,False,False,False,CO[C@H]1C[C@@H](C)O[C@@H](O[C@H]2[C@@H](C)C[C@](C)(O)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@H](OC(=O)[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC)[C@H](OC(C)=O)[C@H](C)O3)[C@@H]2C)[C@@H](C)[C@H](C)O)[C@@H]1O,0,CO[C@H]1C[C@@H](C)O[C@H]([C@@H]1O)O[C@H]1[C@@H](C)C[C@](C)(O)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]1C)O[C@@H]1O[C@@H](C)[C@H]([C@](C1)(C)OC)OC(=O)C)C)[C@H]([C@@H](O)C)C)C,0,False
C14855,N[C@@H](CCC(=O)N[C@@H](CSC1c2cc3ccccc3c3ccc4cccc(c4c23)C1O)C(=O)NCC(=O)O)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CSC1c2cc3ccccc3c3ccc4cccc(c4c23)C1O)C(=O)NCC(=O)O)C(=O)O,212,30,True,False,False,False,[NH3+][C@@H](CCC(=O)N[C@@H](CSC1C(O)c2cccc3ccc4c5ccccc5cc1c4c23)C(=O)NCC(O)=O)C(O)=O,1,O=C(N[C@H](C(=O)NCC(=O)O)CSC1C(O)c2cccc3c2c2c1cc1ccccc1c2cc3)CC[C@@H](C(=O)O)[NH3+],1,False
C00405,[*][C@@H](N)C(=O)O,[*][C@@H](N)C(=O)O,29,2,False,False,False,False,[*][C@@H](N)C(=O)O,0,*[C@@H]([NH3+])C(=O)O,1,False
C17399,CC(=O)NCCSC1=C(C(=O)O)N2C(=O)[C@@H]([C@H](C)OS(=O)(=O)O)[C@H]2C1,CC(=O)NCCSC1=C(C(=O)O)N2C(=O)[C@@H]([C@H](C)OS(=O)(=O)O)[C@H]2C1,140,13,True,False,False,False,C[C@H](OS([O-])(=O)=O)[C@H]1[C@H]2CC(SCCNC(C)=O)=C(N2C1=O)C(O)=O,-1,CC(=O)NCCSC1=C(C(=O)O)N2[C@H](C1)[C@@H](C2=O)[C@@H](OS(=O)(=O)[O-])C,-1,False
C10870,COc1cc2cc(COC(C)=O)c(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc4c(c3)OCO4)c2cc1OC,COc1cc2cc(COC(C)=O)c(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc4c(c3)OCO4)c2cc1OC,224,29,True,False,False,False,COc1cc2cc(COC(C)=O)c(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc4OCOc4c3)c2cc1OC,0,OC[C@H]1O[C@@H](OC(=O)c2c(COC(=O)C)cc3c(c2c2ccc4c(c2)OCO4)cc(c(c3)OC)OC)[C@@H]([C@H]([C@@H]1O)O)O,0,False
C12150,C/C=C(C)/C=C/C=C/[C@H](OC)[C@@H](C)[C@@H](OC)[C@@H](C)CCc1oc2cc(O)cc(OC)c2c(=O)c1C,C/C=C(C)/C=C/C=C/[C@H](OC)[C@@H](C)[C@@H](OC)[C@@H](C)CCc1oc2cc(O)cc(OC)c2c(=O)c1C,192,29,True,False,False,False,CO[C@@H](\\C=C\\C=C\\C(\\C)=C\\C)[C@@H](C)[C@@H](OC)[C@@H](C)CCC1=C(C)C(=O)c2c(OC)cc(O)cc2O1,0,CO[C@H]([C@@H]([C@H](/C=C/C=C/C(=C/C)/C)OC)C)[C@H](CCc1oc2cc(O)cc(c2c(=O)c1C)OC)C,0,False
C11925,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@H]3O)O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@H]3O)O2)c(=O)[nH]c1=O,200,16,True,False,False,False,C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@@H]([NH3+])[C@@H]1O,1,O[C@H]1C[C@@H](O[C@@H]1COP(=O)(OP(=O)(O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)[NH3+])O)O)O)n1cc(C)c(=O)[nH]c1=O,1,False
C11075,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,92,12,True,False,False,False,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,0,CCNC(=O)[C@@H](OC(=O)Nc1ccccc1)C,0,False
C16908,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,90,15,True,False,False,False,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,0,C=C1CC[C@H]2O[C@@]2(CC[C@@H]2[C@@H]1CC2(C)C)C,0,False
C05679,CNCCP(=O)(O)O,CNCCP(=O)(O)O,50,3,True,True,False,False,C[NH2+]CCP(O)(O)=O,1,C[NH2+]CCP(=O)(O)O,1,False
C14912,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC(=O)O2,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC(=O)O2,122,19,True,False,False,False,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CCC(=O)O2,0,O=C1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC(=O)O2)C)C,0,False
C10920,OCC1CO1,OCC1CO1,30,3,True,True,False,True,OCC1CO1,0,OCC1CO1,0,False
C11033,NCP(=O)(O)O,NCP(=O)(O)O,38,1,True,True,False,False,[NH3+]CP(O)(O)=O,1,[NH3+]CP(=O)(O)O,1,False
C08236,OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H](O)[C@@H]1O,84,7,True,True,False,False,OC[C@H]1O[C@@](O)(CO)[C@@H](O)[C@@H](O)[C@@H]1O,0,OC[C@H]1O[C@@](O)(CO)[C@H]([C@H]([C@@H]1O)O)O,0,False
C01280,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](OP(=O)(O)O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)COP(=O)(O)O)O[C@@H](CO)[C@H](O)[C@H]1O,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](OP(=O)(O)O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)COP(=O)(O)O)O[C@@H](CO)[C@H](O)[C@H]1O,280,21,True,False,False,False,C[NH2+][C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](OP(O)(O)=O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]2NC(N)=[NH2+])O[C@@H](C)[C@]1(O)COP(O)(O)=O,3,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N[C+](=N)N)[C@H](O)[C@H]([C@@H]([C@H]3O)OP(=O)(O)O)N[C+](=N)N)O[C@H]([C@]2(O)COP(=O)(O)O)C)[C@H]([C@@H]([C@H]1O)O)[NH2+]C,3,False
C18323,C/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(=O)O,C/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(=O)O,314,26,True,False,False,False,C\\C(=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)[nH+]cnc12)C(O)=O,1,O=C(NCCSC(=O)/C=C(/C(=O)O)\C)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O,0,False
C06559,CC(C)Nc1nc(N)nc(Cl)n1,CC(C)Nc1nc(N)nc(Cl)n1,66,6,True,True,False,False,CC(C)Nc1nc(Cl)nc(N)[nH+]1,1,CC(Nc1nc(N)nc(n1)Cl)C,0,False
C10686,COc1c2ccoc2nc2c(OC)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)ccc12,COc1c2ccoc2nc2c(OC)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)ccc12,150,19,True,False,False,False,COc1c(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)ccc2c(OC)c3ccoc3[nH+]c12,1,COc1c(ccc2c1nc1occc1c2OC)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,0,False
C07585,CC(=O)NNC(=O)c1ccncc1,CC(=O)NNC(=O)c1ccncc1,68,8,True,True,False,False,CC(=O)NNC(=O)c1cc[nH+]cc1,1,O=C(c1ccncc1)NNC(=O)C,0,False
C03758,NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O)c1,60,8,True,True,False,False,[NH3+]CCc1ccc(O)c(O)c1,1,[NH3+]CCc1ccc(c(c1)O)O,1,False
C01251,O=C(O)CC[C@@](O)(CC(=O)O)C(=O)O,O=C(O)CC[C@@](O)(CC(=O)O)C(=O)O,80,7,True,True,False,False,OC(=O)CC[C@@](O)(CC(O)=O)C(O)=O,0,OC(=O)CC[C@](C(=O)O)(CC(=O)O)O,0,False
C08974,COc1ccc(-c2cc3cc(O)c(OC)cc3o2)c(O)c1,COc1ccc(-c2cc3cc(O)c(OC)cc3o2)c(O)c1,108,16,True,False,False,False,COc1ccc(-c2cc3cc(O)c(OC)cc3o2)c(O)c1,0,COc1ccc(c(c1)O)c1cc2c(o1)cc(c(c2)O)OC,0,False
C05551,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,122,16,True,False,False,False,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,0,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,0,False
C07910,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,96,13,True,False,False,False,O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,0,O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,0,False
C02625,Oc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,48,6,True,True,False,False,Oc1ccc(Cl)cc1Cl,0,Clc1ccc(c(c1)Cl)O,0,False
C14760,O=S(=O)([O-])c1ccc2c(/N=N/c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+],O=S(=O)([O-])c1ccc2c(/N=N/c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+],182,20,False,False,False,False,Oc1c(cc2cc(ccc2c1\\N=N\\c1ccc(c2ccccc12)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,-3,Oc1c(/N=N/c2ccc(c3c2cccc3)S(=O)(=O)[O-])c2ccc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],0,False
C14499,CCCCCCCCCCCCCCC1CO1,CCCCCCCCCCCCCCC1CO1,102,16,True,False,False,False,CCCCCCCCCCCCCCC1CO1,0,CCCCCCCCCCCCCCC1OC1,0,False
C04548,CNCC(O)c1ccc(O)cc1,CNCC(O)c1ccc(O)cc1,66,9,True,True,False,False,C[NH2+]CC(O)c1ccc(O)cc1,1,OC(c1ccc(cc1)O)C[NH2+]C,1,False
C10899,COC(=O)NC(N)=O,COC(=O)NC(N)=O,46,3,True,True,False,False,COC(=O)NC(N)=O,0,COC(=O)NC(=O)N,0,False
C01037,CC(N)C(N)CCCCCC(=O)O,CC(N)C(N)CCCCCC(=O)O,78,9,True,True,False,False,CC([NH3+])C([NH3+])CCCCCC(O)=O,2,OC(=O)CCCCCC(C([NH3+])C)[NH3+],2,False
C14120,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc2ccccc2c1,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc2ccccc2c1,328,32,True,False,False,False,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)[nH+]cnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc2ccccc2c1,1,O=C(NCCSC(=O)c1ccc2c(c1)cccc2)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O,0,False
C02236,O=C(O)c1ccc(S(=O)(=O)O)cc1,O=C(O)c1ccc(S(=O)(=O)O)cc1,70,7,True,True,False,True,OC(=O)c1ccc(cc1)S([O-])(=O)=O,-1,OC(=O)c1ccc(cc1)S(=O)(=O)[O-],-1,False
C11895,C=C1[C@@H](O)CC[C@@]2(C)CCC3=C(C)CC[C@@H](C[C@H]12)C3(C)C,C=C1[C@@H](O)CC[C@@]2(C)CCC3=C(C)CC[C@@H](C[C@H]12)C3(C)C,118,20,True,False,False,False,CC1=C2CC[C@]3(C)CC[C@H](O)C(=C)[C@H]3C[C@H](CC1)C2(C)C,0,C=C1[C@@H](O)CC[C@@]2([C@@H]1C[C@@H]1CCC(=C(C1(C)C)CC2)C)C,0,False
C18241,O=C(O)/C(Cl)=C(Cl)\C(Cl)=C(\Cl)C(=O)O,O=C(O)/C(Cl)=C(Cl)\C(Cl)=C(\Cl)C(=O)O,78,6,True,True,False,False,OC(=O)C(\\Cl)=C(\\Cl)/C(/Cl)=C(/Cl)C(O)=O,0,Cl/C(=C(/C(=O)O)\Cl)/C(=C(\C(=O)O)/Cl)/Cl,0,False
C11310,C[n+]1ccc(-c2ccccc2)cc1,C[n+]1ccc(-c2ccccc2)cc1,64,12,True,False,False,False,C[n+]1ccc(cc1)-c1ccccc1,1,C[n+]1ccc(cc1)c1ccccc1,1,False
C19063,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],122,15,True,False,False,False,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(C)C)[N+]([O-])=O,0,CCCN(c1c(cc(cc1[N+](=O)[O-])C(C)C)[N+](=O)[O-])CCC,0,False
C03865,CCC[C@H](O)CC(=O)OCC,CCC[C@H](O)CC(=O)OCC,66,8,True,True,False,False,CCC[C@H](O)CC(=O)OCC,0,CCC[C@@H](CC(=O)OCC)O,0,False
C14590,C[C@]12CC[C@@H]3c4ccc(O)cc4C=C[C@H]3[C@@H]1CC[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(O)cc4C=C[C@H]3[C@@H]1CC[C@@H]2O,106,18,True,False,False,False,C[C@]12CC[C@H]3[C@@H](C=Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0,Oc1ccc2c(c1)C=C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,0,False
C17098,OCc1cc(O)c(O)c(Br)c1Br,OCc1cc(O)c(O)c(Br)c1Br,66,7,False,False,False,False,OCc1cc(O)c(O)c(Br)c1Br,0,OCc1cc(O)c(c(c1Br)Br)O,0,False
C14594,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,142,21,True,False,False,False,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@H](C2)O,0,False
C19690,NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(N)=O)NC(=O)CC[C@H](N)C(=O)O,NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(N)=O)NC(=O)CC[C@H](N)C(=O)O,226,20,True,False,False,False,NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(O)=O)C(=O)NCC(N)=O)NC(=O)CC[C@H]([NH3+])C(O)=O,2,O=C(N[C@H](C(=O)NCC(=O)N)CSSC[C@@H](C(=O)NCC(=O)N)NC(=O)CC[C@@H](C(=O)O)[NH3+])CC[C@@H](C(=O)O)[NH3+],2,False
C10619,CC(=O)O[C@H]1C[C@H]2[C@@H](OC(C)=O)/C=C3\C[C@](C)(C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](O)C[C@@H]3OC(=O)[C@H](O)[C@H](c1ccccc1)N(C)C,CC(=O)O[C@H]1C[C@H]2[C@@H](OC(C)=O)/C=C3\C[C@](C)(C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](O)C[C@@H]3OC(=O)[C@H](O)[C@H](c1ccccc1)N(C)C,252,35,True,False,False,False,C[NH+](C)[C@H]([C@@H](O)C(=O)O[C@H]1C[C@H](O)[C@]2(C)C\\C1=C/[C@H](OC(C)=O)[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](O)C2=O)C1(C)C)c1ccccc1,1,CC(=O)O[C@H]1/C=C/2\C[C@@](C)([C@H](C[C@@H]2OC(=O)[C@@H]([C@H](c2ccccc2)[NH+](C)C)O)O)C(=O)[C@@H](C2=C([C@H](C[C@@H]1C2(C)C)OC(=O)C)C)O,1,False
C18766,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,188,10,True,True,False,False,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,False
C10587,CN1C[C@@H](c2cn(C)cn2)[C@H]([C@H](O)c2ccccc2)C1=O,CN1C[C@@H](c2cn(C)cn2)[C@H]([C@H](O)c2ccccc2)C1=O,110,16,True,False,False,False,CN1C[C@H]([C@H]([C@H](O)c2ccccc2)C1=O)c1cn(C)c[nH+]1,1,Cn1cnc(c1)[C@@H]1CN(C(=O)[C@H]1[C@@H](c1ccccc1)O)C,0,False
C06385,NC(=O)NCNC(=O)NCNC(N)=O,NC(=O)NCNC(=O)NCNC(N)=O,80,5,True,True,False,False,NC(=O)NCNC(=O)NCNC(N)=O,0,O=C(NCNC(=O)N)NCNC(=O)N,0,False
C02854,O=CNCc1ccco1,O=CNCc1ccco1,48,6,True,True,False,False,O=CNCc1ccco1,0,O=CNCc1ccco1,0,False
C17245,CSCCCC/C=N/O,CSCCCC/C=N/O,54,6,True,True,False,False,CSCCCC\\C=[NH+]\\O,1,CSCCCC/C=N/O,0,False
C03383,O=C1O[C@@H]([C@H](O)CO)[C@H](O)[C@H]1O,O=C1O[C@@H]([C@H](O)CO)[C@H](O)[C@H]1O,70,6,True,True,False,True,OC[C@@H](O)[C@@H]1OC(=O)[C@H](O)[C@H]1O,0,OC[C@H]([C@@H]1OC(=O)[C@@H]([C@H]1O)O)O,0,True
C07187,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,112,17,True,False,False,False,COc1ccc(cc1)C(C[NH+](C)C)C1(O)CCCCC1,1,COc1ccc(cc1)C(C1(O)CCCCC1)C[NH+](C)C,1,False
C18772,C=CCO/N=C(\CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,C=CCO/N=C(\CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,128,17,True,False,False,False,CCC\\C(=[NH+]/OCC=C)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,1,C=CCO/N=C(/C1C(=O)CC(C(C1=O)C(=O)OC)(C)C)\CCC,0,False
C01014,CC(C)c1cccc(O)c1O,CC(C)c1cccc(O)c1O,60,9,True,True,False,False,CC(C)c1cccc(O)c1O,0,CC(c1cccc(c1O)O)C,0,False
C13103,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,282,35,True,False,False,False,CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\\C=C\\C=C\\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)[NH+](C)C,1,O=CC[C@H]1C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)[NH+](C)C)O[C@@H]1O[C@@H](C)[C@@H]([C@](C1)(C)O)O)OC)O)C,1,False
C02945,CC12CCCC1C1CCC3C[C@@H](O)CCC3(C)C1CC2,CC12CCCC1C1CCC3C[C@@H](O)CCC3(C)C1CC2,114,19,True,False,False,False,CC12CCCC1C1CCC3C[C@@H](O)CCC3(C)C1CC2,0,O[C@H]1CCC2(C(C1)CCC1C2CCC2(C1CCC2)C)C,0,False
C18659,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,108,13,True,False,False,False,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0,CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,0,False
C19318,C=CCOC(=O)CC(C)C,C=CCOC(=O)CC(C)C,58,8,True,True,False,False,CC(C)CC(=O)OCC=C,0,C=CCOC(=O)CC(C)C,0,False
C15198,CC[C@@]1(O)CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)C1,CC[C@@]1(O)CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)C1,132,21,True,False,False,False,CC[C@@]1(O)CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)C1,0,CC[C@@]1(O)CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,0,False
